Iteration,orbitalEnergies,exchangePotential,correlationPotential,bandEnergy,exchangeEnergy,correlationEnergy,totalEnergy
1,[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan],nan,nan,nan,nan,nan,nan
