-5.131278,    0.000000,     0.000000, 14, 4
 0.000000,    0.000000,    -5.131278, 14, 4
 0.000000,   -5.131278,     0.000000, 14, 1
 2.565639,   -2.565639,     2.565639, 14, 4
-2.565639,   -2.565639,    -2.565639, 14, 4
-2.565639,    2.565639,     2.565639, 14, 1
 2.565639,    2.565639,    -2.565639, 14, 4
 5.131278,    0.000000,     0.000000, 14, 4
 0.000000,    5.131278,     0.000000, 14, 1
 0.000000,    0.000000,     5.131278, 14, 4
-6.811474,    1.680195,    -1.680195, 1, 0
-6.811474,   -1.680195,     1.680196, 1, 0
 1.680195,   -1.680195,    -6.811474, 1, 0
-1.680195,    1.680196,    -6.811474, 1, 0
 1.680195,   -6.811474,    -1.680195, 1, 0
-1.680196,   -6.811474,     1.680195, 1, 0
 4.245835,   -4.245835,     4.245835, 1, 0
-4.245835,   -4.245835,    -4.245835, 1, 0
-4.245835,    4.245835,     4.245835, 1, 0
 4.245835,    4.245835,    -4.245835, 1, 0
 6.811474,   -1.680195,    -1.680195, 1, 0
 6.811474,    1.680195,     1.680196, 1, 0
-1.680195,    6.811474,    -1.680195, 1, 0
 1.680196,    6.811474,     1.680195, 1, 0
-1.680195,   -1.680195,     6.811474, 1, 0
 1.680195,    1.680196,     6.811474, 1, 0
