0.00000000,  2.63806308,  0.00000000, 6, 2
2.28468357,  1.31903154,  0.00000000, 6, 2
2.28468357,  -1.31903154, 0.00000000, 6, 2
0.00000000,  -2.63806308, 0.00000000, 6, 2
-2.28468357, -1.31903154, 0.00000000, 6, 2
-2.28468357, 1.31903154,  0.00000000, 6, 2
0.00000000,  4.68464067,  0.00000000, 1, 1
4.05725031,  2.34326520,  0.00000000, 1, 1
4.05725031,  -2.34326520, 0.00000000, 1, 1
0.00000000,  -4.68464067, 0.00000000, 1, 1
-4.05725031, -2.34326520, 0.00000000, 1, 1
-4.05725031, 2.34326520,  0.00000000, 1, 1

      
