8,4,5,36541,sum(psi_i**2),0.15,5e-06,0.14620955762,0.0573877232734,0.00177618625062,0.0229199084561,0.00449173801021,7.20030651141e-05
8,4,6,37145,sum(psi_i**2),0.15,5e-06,0.102463453505,0.0174816272295,8.98762940407e-05,0.0168728796631,0.002729348755,1.71945393659e-05
8,4,7,37749,sum(psi_i**2),0.15,5e-06,0.0876990482693,0.0112308059163,5.06473537463e-05,0.0149883489666,0.0021995707714,1.08783852621e-05
8,4,8,37749,sum(psi_i**2),0.15,5e-06,0.0876991401505,0.0112303020578,5.06442800632e-05,0.0150063545572,0.00238018825931,1.34404376593e-05
8,4,9,37749,sum(psi_i**2),0.15,5e-06,0.0876992109613,0.0112298979027,5.06429819641e-05,0.0150329166217,0.0024179937006,1.29769656627e-05
8,4,10,37749,sum(psi_i**2),0.15,5e-06,0.087699088101,0.0112305856833,5.06449519242e-05,0.0149953408569,0.00229219222991,1.33900013673e-05
8,5,5,274625,sum(psi_i**2),0.15,5e-06,0.12094774733,0.0561668897991,0.00220067446449,0.0170583301599,0.00317269472057,0.000111481294381
8,5,6,275229,sum(psi_i**2),0.15,5e-06,0.0849319700397,0.0218409254643,0.00019676199407,0.0114873357149,0.00216102887983,6.47602916494e-06
8,5,7,275833,sum(psi_i**2),0.15,5e-06,0.0731628549556,0.0154961779996,0.000129957248015,0.00982876139257,0.00245428300151,3.75838687235e-06
8,5,8,275833,sum(psi_i**2),0.15,5e-06,0.0731628697618,0.0154960509471,0.000129954671122,0.00981206907202,0.0024558042588,3.83571457419e-06
8,5,9,275833,sum(psi_i**2),0.15,5e-06,0.073162782986,0.0154969470307,0.000129961355497,0.00981417916578,0.00230759263624,3.28250269516e-06
8,5,10,275833,sum(psi_i**2),0.15,5e-06,0.0731628530127,0.0154962099676,0.000129958414873,0.00982091989199,0.00232253537833,3.38948005771e-06
8,5,5,274625,sum(psi_i**2),0.1,5e-06,0.12094799854,0.0561648826331,0.00220063608807,0.0170634486521,0.0032496253292,0.000112174318014
8,5,6,276885,sum(psi_i**2),0.1,5e-06,0.0652722051224,0.0104066119787,0.000139906718044,0.0084633478036,0.0026252192178,5.30073201607e-06
8,5,7,279145,sum(psi_i**2),0.1,5e-06,0.0446680066206,0.00399478719909,1.81788822358e-05,0.0054897070189,0.0028168549973,4.66019574103e-07
8,5,8,279749,sum(psi_i**2),0.1,5e-06,0.0416248165293,0.00343768008837,1.71801108517e-05,0.00506801742588,0.00294013513764,4.8529777551e-07
8,5,9,279749,sum(psi_i**2),0.1,5e-06,0.0416250064466,0.00343595155888,1.71775050509e-05,0.00507585790647,0.00291889329527,4.85772825518e-07
